first_name,last_name,Club,Position,Height,Nationality,Flag,Date of Birth,image_url,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Teden,Mengi,Luton Town,Defender,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/04/2002  (21),https://resources.premierleague.com/premierleague/photos/players/250x250/p244856.png,18,1,34,34,32%,0,0,38,75,43,0,72,71,60,5,30,28,0,0,0,526,29.22,0,1,0%,1,39,2,0,18,1,1,0,1,0,0,,,,,,,,,,,,,,,
Chris,Mepham,Bournemouth,Defender,193cm,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,05/11/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p223911.png,6,0,10,4,100%,0,0,4,11,7,0,14,10,16,0,5,6,0,0,0,146,24.33,0,1,0%,0,8,1,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,
Max,Merrick,Chelsea,Goalkeeper,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,10/11/2005  (18),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Jenson,Metcalfe,Everton,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,06/09/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/p491557.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Alex,Mighten,,Forward,172cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,11/04/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p244930.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Luka,Milivojevic,,Midfielder,186cm,Serbia,https://resources.premierleague.com/premierleague/flags/RS.png,07/04/1991,https://resources.premierleague.com/premierleague/photos/players/250x250/p66975.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Stanley,Mills,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,25/10/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/p510328.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
James,Milner,Brighton &amp; Hove Albion,Midfielder,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,04/01/1986  (38),https://resources.premierleague.com/premierleague/photos/players/250x250/p15157.png,15,,,20,70%,,2,8,13,5,,45,33,38,3,6,13,,0,2,500,33.33,2,29,28%,4,19,3,0,10,3,0,0,0,0,1,0.00,0,0,5,1,20%,0,,,,,,,,
Yerry,Mina,,Defender,195cm,Colombia,https://resources.premierleague.com/premierleague/flags/CO.png,23/09/1994,https://resources.premierleague.com/premierleague/photos/players/250x250/p164511.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Tyrone,Mings,Aston Villa,Defender,196cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,13/03/1993  (30),https://resources.premierleague.com/premierleague/photos/players/250x250/p149484.png,1,0,2,0,0%,0,1,1,1,0,0,2,1,0,0,1,0,0,0,0,5,5.00,0,0,0%,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Yankuba,Minteh,,Forward,180cm,Gambia,https://resources.premierleague.com/premierleague/flags/GM.png,22/07/2004,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Tyrick,Mitchell,Crystal Palace,Defender,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,01/09/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p244723.png,25,6,41,67,52%,0,0,20,68,19,2,145,99,70,8,12,18,0,0,2,800,32.00,3,45,22%,1,25,5,0,14,0,1,0,0,1,0,,,,,,,,,,,,,,,
Kaoru,Mitoma,Brighton &amp; Hove Albion,Midfielder,178cm,Japan,https://resources.premierleague.com/premierleague/flags/JP.png,20/05/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p451340.png,19,,,13,,,8,5,11,4,,,,,,,,,,4,597,31.42,6,44,,,,4,0,14,7,3,1,2,0,0,0.16,0,0,34,15,44%,6,,,,,,,,
Aleksandar,Mitrovic,,Forward,189cm,Serbia,https://resources.premierleague.com/premierleague/flags/RS.png,16/09/1994,https://resources.premierleague.com/premierleague/photos/players/250x250/p128389.png,1,,,0,,,1,0,0,0,,,,,,,,,,0,8,8.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,2,1,50%,0,,,,,,,,
Jakub,Moder,Brighton &amp; Hove Albion,Midfielder,188cm,Poland,https://resources.premierleague.com/premierleague/flags/PL.png,07/04/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p243505.png,7,,,8,63%,,1,0,4,1,,12,12,12,0,1,2,,0,0,70,10.00,1,2,0%,0,1,1,0,3,0,0,0,0,0,0,0.00,0,0,3,0,0%,1,,,,,,,,
Mohamed,Elneny,Arsenal,Midfielder,179cm,Egypt,https://resources.premierleague.com/premierleague/flags/EG.png,11/07/1992  (31),https://resources.premierleague.com/premierleague/photos/players/250x250/p153256.png,3,,,0,0%,,0,1,0,0,,2,1,3,0,1,1,,0,0,40,13.33,0,0,0%,0,0,0,0,1,0,0,0,0,0,0,0.00,0,0,2,1,50%,0,,,,,,,,
Mohamed,Salah,Liverpool,Forward,175cm,Egypt,https://resources.premierleague.com/premierleague/flags/EG.png,15/06/1992  (31),https://resources.premierleague.com/premierleague/photos/players/250x250/p118748.png,21,,,13,,,13,2,0,0,,,,,,,,,,9,672,32.00,18,24,,,,2,0,7,8,15,1,2,12,2,0.71,4,0,67,34,51%,9,,,,,,,,
Gonzalo,Montiel,Nottingham Forest,Defender,175cm,Argentina,https://resources.premierleague.com/premierleague/flags/AR.png,01/01/1997  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p218430.png,9,0,7,14,79%,0,2,6,27,18,0,27,23,19,0,9,4,0,1,2,217,24.11,3,12,0%,1,9,4,0,5,1,0,0,0,0,0,,,,,,,,,,,,,,,
Kieffer,Moore,,Forward,196cm,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,08/08/1992,https://resources.premierleague.com/premierleague/photos/players/250x250/p128340.png,8,,,0,,,1,0,0,0,,,,,,,,,,0,40,5.00,1,2,,,,0,0,5,0,1,1,0,0,0,0.13,0,0,6,2,33%,2,,,,,,,,
Andrew,Moran,,Midfielder,177cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,15/10/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/p513834.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Álex,Moreno,Aston Villa,Defender,179cm,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,08/06/1993  (30),https://resources.premierleague.com/premierleague/photos/players/250x250/p106468.png,13,2,15,13,69%,0,1,10,25,13,0,31,40,37,11,3,8,1,0,0,313,24.08,1,27,15%,0,7,2,0,9,2,2,1,0,1,0,,,,,,,,,,,,,,,
Carlton,Morris,Luton Town,Forward,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,16/12/1995  (28),https://resources.premierleague.com/premierleague/photos/players/250x250/p156700.png,25,,,9,,,7,1,26,19,,,,,,,,,,4,434,17.36,3,8,,,,2,0,29,6,7,2,5,0,3,0.28,4,0,46,18,39%,4,,,,,,,,
Tyler,Morton,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,31/10/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p440148.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Yerson,Mosquera,,Defender,187cm,Colombia,https://resources.premierleague.com/premierleague/flags/CO.png,02/05/2001,https://resources.premierleague.com/premierleague/photos/players/250x250/p501837.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Louie,Moulden,,Goalkeeper,190cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,06/01/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p242510.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Mason,Mount,Manchester United,Midfielder,181cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,10/01/1999  (25),https://resources.premierleague.com/premierleague/photos/players/250x250/p184341.png,8,,,16,63%,,2,3,1,0,,27,30,31,4,4,7,,0,0,149,18.63,0,13,23%,1,5,1,0,7,0,0,0,0,0,0,0.00,0,0,3,0,0%,0,,,,,,,,
Pelly,Ruddock Mpanzu,Luton Town,Midfielder,175cm,DR Congo,https://resources.premierleague.com/premierleague/flags/CD.png,22/03/1994  (29),https://resources.premierleague.com/premierleague/photos/players/250x250/p104047.png,19,,,8,13%,,4,6,14,10,,43,31,42,5,9,13,,1,0,240,12.63,1,10,20%,0,14,0,0,7,0,0,0,0,0,0,0.00,0,0,10,1,10%,1,,,,,,,,
Fabian,Mrozek,Liverpool,Goalkeeper,,Poland,https://resources.premierleague.com/premierleague/flags/PL.png,28/09/2003  (20),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Divin,Mubama,West Ham United,Forward,182cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,25/10/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/p487837.png,5,,,0,,,1,0,0,0,,,,,,,,,,0,22,4.40,0,0,,,,0,0,1,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Mykhailo,Mudryk,Chelsea,Midfielder,175cm,Ukraine,https://resources.premierleague.com/premierleague/flags/UA.png,05/01/2001  (23),https://resources.premierleague.com/premierleague/photos/players/250x250/p465920.png,19,,,17,59%,,5,4,2,2,,29,54,73,20,2,9,,0,2,266,14.00,2,46,20%,4,5,3,0,15,1,3,0,1,2,1,0.16,0,0,16,4,25%,3,,,,,,,,
Marqes,Muir,,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,21/09/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p461202.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Romaine,Mundle,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,24/04/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/p461199.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Daniel,Muñoz,Crystal Palace,Defender,180cm,Colombia,https://resources.premierleague.com/premierleague/flags/CO.png,26/05/1996  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,4,1,8,11,91%,1,1,3,11,4,0,16,21,13,2,6,1,0,0,0,138,34.50,0,5,0%,0,3,2,0,6,3,0,0,0,0,0,,,,,,,,,,,,,,,
Finley,Munroe,Aston Villa,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,08/02/2005  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Arijanet,Muric,Burnley,Goalkeeper,198cm,Kosovo,https://resources.premierleague.com/premierleague/flags/XK.png,07/11/1998  (25),https://resources.premierleague.com/premierleague/photos/players/250x250/p232917.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
,Murillo,Nottingham Forest,Defender,180cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,04/07/2002  (21),https://resources.premierleague.com/premierleague/photos/players/250x250/p575476.png,20,3,37,30,67%,2,0,22,120,50,2,98,76,84,16,25,31,0,0,1,890,44.50,2,3,33%,4,74,3,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,
Admiral,Muskwe,,Forward,183cm,Zimbabwe,https://resources.premierleague.com/premierleague/flags/ZW.png,21/08/1998,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Vitalii,Mykolenko,Everton,Defender,180cm,Ukraine,https://resources.premierleague.com/premierleague/flags/UA.png,29/05/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p224967.png,21,7,25,59,58%,0,7,32,64,27,0,117,102,79,15,21,23,0,0,0,652,31.05,2,43,26%,1,40,1,0,19,1,2,1,1,0,2,,,,,,,,,,,,,,,
Marvelous,Nakamba,Luton Town,Midfielder,178cm,Zimbabwe,https://resources.premierleague.com/premierleague/flags/ZW.png,19/01/1994  (30),https://resources.premierleague.com/premierleague/photos/players/250x250/p184704.png,13,,,40,60%,,1,11,11,4,,90,56,57,3,4,7,,0,0,415,31.92,0,4,25%,0,19,5,0,24,0,0,0,0,0,0,0.00,0,0,5,0,0%,0,,,,,,,,
Keylor,Navas,,Goalkeeper,185cm,Costa Rica,https://resources.premierleague.com/premierleague/flags/CR.png,15/12/1986,https://resources.premierleague.com/premierleague/photos/players/250x250/p28411.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Iliman,Ndiaye,,Forward,180cm,Senegal,https://resources.premierleague.com/premierleague/flags/SN.png,06/03/2000,https://resources.premierleague.com/premierleague/photos/players/250x250/p440993.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Michael,Ndiweni,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,02/12/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,1,,,0,,,0,0,0,0,,,,,,,,,,0,2,2.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Tanguy,Ndombélé,,Midfielder,181cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,28/12/1996,https://resources.premierleague.com/premierleague/photos/players/250x250/p231372.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kosta,Nedeljkovic,,Defender,,Serbia,https://resources.premierleague.com/premierleague/flags/RS.png,16/12/2005,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Reiss,Nelson,Arsenal,Forward,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,10/12/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p200641.png,13,,,8,63%,,1,1,5,1,,17,13,17,0,0,4,,0,0,89,6.85,1,14,21%,0,2,1,0,3,0,0,0,0,0,0,0.00,0,0,3,1,33%,0,,,,,,,,
Nélson,Semedo,Wolverhampton Wanderers,Defender,177cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,16/11/1993  (30),https://resources.premierleague.com/premierleague/photos/players/250x250/p200402.png,25,4,39,59,64%,0,4,24,58,24,0,142,132,108,35,17,19,0,0,1,997,39.88,1,56,16%,2,33,7,0,31,0,0,0,0,0,0,,,,,,,,,,,,,,,
,Neto,Bournemouth,Goalkeeper,190cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,19/07/1989  (34),https://resources.premierleague.com/premierleague/photos/players/250x250/p69752.png,23,5,40,,,,,,,,,,,,,,,0,0,0,663,28.83,,,,,129,4,0,1,,0,,,,,,,,,,,,85,1,15,15,3,9,110,169
Josh,Neufville,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,22/03/2001,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Moussa,Niakhaté,Nottingham Forest,Defender,190cm,Senegal,https://resources.premierleague.com/premierleague/flags/SN.png,08/03/1996  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p199170.png,16,1,28,33,64%,0,2,9,40,17,1,78,50,17,2,12,4,0,0,0,527,32.94,0,11,9%,0,26,2,1,8,0,1,0,0,0,0,,,,,,,,,,,,,,,
Eddie,Nketiah,Arsenal,Forward,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/05/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p205533.png,24,,,12,,,8,4,3,3,,,,,,,,,,2,202,8.42,2,5,,,,3,0,21,7,5,0,5,0,2,0.21,0,0,36,11,31%,4,,,,,,,,
Christopher,Nkunku,Chelsea,Forward,178cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,14/11/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p213198.png,7,,,2,,,3,2,3,0,,,,,,,,,,0,96,13.71,0,1,,,,0,0,6,3,2,1,0,1,0,0.29,0,0,11,7,64%,3,,,,,,,,
Noha,Lemina,Wolverhampton Wanderers,Forward,,France,https://resources.premierleague.com/premierleague/flags/FR.png,17/06/2005  (18),https://resources.premierleague.com/premierleague/photos/players/250x250/p550833.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Rhys,Norrington-Davies,Sheffield United,Defender,181cm,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,22/04/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p443211.png,5,0,6,1,100%,0,0,1,2,1,0,4,4,7,1,1,1,0,0,0,54,10.80,0,2,0%,0,1,1,0,3,1,0,0,0,0,0,,,,,,,,,,,,,,,
Will,Norris,,Goalkeeper,195cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,12/08/1993,https://resources.premierleague.com/premierleague/photos/players/250x250/p168399.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Oliver,Norwood,Sheffield United,Midfielder,180cm,Northern Ireland,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,12/04/1991  (32),https://resources.premierleague.com/premierleague/photos/players/250x250/p79934.png,22,,,40,63%,,4,19,35,13,,97,62,58,0,14,16,,0,0,811,36.86,1,50,32%,2,64,6,0,15,0,1,0,1,0,0,0.05,1,0,15,6,40%,0,,,,,,,,
Darwin,Núñez,Liverpool,Forward,187cm,Uruguay,https://resources.premierleague.com/premierleague/flags/UY.png,24/06/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p447203.png,24,,,19,,,14,2,4,4,,,,,,,,,,7,353,14.71,9,14,,,,8,0,22,20,9,1,7,1,9,0.38,0,0,79,35,44%,21,,,,,,,,
Nuno,Tavares,Nottingham Forest,Defender,183cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,26/01/2000  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p437626.png,7,1,9,10,70%,0,0,1,13,9,0,33,21,18,6,3,2,0,0,0,214,30.57,0,16,13%,0,5,2,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,
Michael,Obafemi,,Forward,169cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,06/07/2000,https://resources.premierleague.com/premierleague/photos/players/250x250/p220598.png,2,,,0,,,0,0,0,0,,,,,,,,,,0,5,2.50,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,2,0,0%,0,,,,,,,,
Wilson,Odobert,Burnley,Forward,182cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,28/11/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/p550839.png,17,,,13,,,6,4,7,2,,,,,,,,,,1,215,12.65,2,11,,,,2,0,5,1,3,0,2,1,0,0.18,0,0,21,7,33%,1,,,,,,,,
Idris,Odutayo,,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,26/10/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Odeluga,Offiah,,Defender,181cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,26/10/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p445548.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Chiedozie,Ogbene,Luton Town,Forward,181cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,01/05/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p229164.png,24,,,15,,,14,4,23,12,,,,,,,,,,1,473,19.71,5,67,,,,0,0,6,7,3,1,2,0,0,0.13,0,0,29,12,41%,0,,,,,,,,
Angelo,Ogbonna,West Ham United,Defender,191cm,Italy,https://resources.premierleague.com/premierleague/flags/IT.png,23/05/1988  (35),https://resources.premierleague.com/premierleague/photos/players/250x250/p40669.png,6,2,2,3,33%,0,0,2,18,7,0,5,8,2,1,2,2,0,0,0,89,14.83,0,0,0%,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Braian,Ojeda,,Midfielder,172cm,Paraguay,https://resources.premierleague.com/premierleague/flags/PY.png,27/06/2000,https://resources.premierleague.com/premierleague/photos/players/250x250/p437476.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ferdinand,Okoh,,Midfielder,171cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,03/06/2004,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Arthur,Okonkwo,,Goalkeeper,198cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,09/09/2001,https://resources.premierleague.com/premierleague/photos/players/250x250/p220682.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Ademola,Ola-Adebomi,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,03/09/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Michael,Olakigbe,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,25/04/2004,https://resources.premierleague.com/premierleague/photos/players/250x250/p501284.png,8,,,3,,,1,1,0,0,,,,,,,,,,0,32,4.00,0,7,,,,0,0,2,1,0,0,0,0,0,0.00,0,0,3,1,33%,0,,,,,,,,
Michael,Olise,Crystal Palace,Midfielder,184cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,12/12/2001  (22),https://resources.premierleague.com/premierleague/photos/players/250x250/p443661.png,11,,,14,57%,,13,6,8,2,,41,73,66,27,3,13,,0,3,343,31.18,5,76,28%,2,14,0,0,7,2,6,0,0,6,0,0.55,1,0,31,10,32%,0,,,,,,,,
Robin,Olsen,Aston Villa,Goalkeeper,198cm,Sweden,https://resources.premierleague.com/premierleague/flags/SE.png,08/01/1990  (34),https://resources.premierleague.com/premierleague/photos/players/250x250/p111782.png,1,0,1,,,,,,,,,,,,,,,0,0,0,36,36.00,,,,,7,0,0,0,,0,,,,,,,,,,,,1,0,0,0,0,0,3,2
Andrew,Omobamidele,Nottingham Forest,Defender,188cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,23/06/2002  (21),https://resources.premierleague.com/premierleague/photos/players/250x250/p466404.png,5,0,7,5,40%,0,0,7,21,11,0,7,10,12,0,4,6,0,1,0,129,25.80,0,0,0%,0,6,1,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,
Amadou,Onana,Everton,Midfielder,192cm,Belgium,https://resources.premierleague.com/premierleague/flags/BE.png,16/08/2001  (22),https://resources.premierleague.com/premierleague/photos/players/250x250/p449871.png,20,,,50,58%,,4,11,21,9,,114,129,68,7,40,16,,0,0,698,34.90,4,3,33%,5,45,3,0,27,1,2,2,0,0,0,0.10,0,0,20,5,25%,1,,,,,,,,
Ryan,Oné,Sheffield United,Midfielder,,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,26/06/2006  (17),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,1,,,0,0%,,0,0,0,0,,1,0,0,0,0,0,,0,0,1,1.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
