first_name,last_name,Club,Position,Height,Nationality,Flag,Date of Birth,Appearances,image_url,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Tom,Lockyer,Luton Town,Defender,185cm,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,03/12/1994  (29),14,https://resources.premierleague.com/premierleague/photos/players/250x250/p108796.png,0,23,25,64%,1,1,23,66,31,0,89,70,42,4,31,17,1,0,1,418,29.86,1,1,0%,1,45,4,0,15,0,1,0,0,1,0,,,,,,,,,,,,,,,
Ruben,Loftus-Cheek,,Midfielder,191cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,23/01/1996,157,https://resources.premierleague.com/premierleague/photos/players/250x250/p126187.png,,,133,56%,,48,74,94,63,,576,774,712,243,168,211,,0,9,"4,373",27.85,15,51,22%,14,89,6,0,95,12,10,2,7,1,1,0.06,0,0,141,37,26%,12,,,,,,,,
Andy,Lonergan,Everton,Goalkeeper,192cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/10/1983  (40),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p11948.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Sean,Longstaff,Newcastle United,Midfielder,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/10/1997  (26),134,https://resources.premierleague.com/premierleague/photos/players/250x250/p180135.png,,,210,56%,,41,83,95,47,,513,465,523,35,83,113,,2,9,"3,989",29.77,13,117,26%,13,237,14,1,99,7,8,0,6,2,3,0.06,0,0,120,33,28%,10,,,,,,,,
Jamal,Lowe,,Forward,183cm,Jamaica,https://resources.premierleague.com/premierleague/flags/JM.png,21/07/1994,2,https://resources.premierleague.com/premierleague/photos/players/250x250/p128309.png,,,0,,,0,0,0,0,,,,,,,,,,0,4,2.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Lucas,Moura,,Forward,172cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,13/08/1992,152,https://resources.premierleague.com/premierleague/photos/players/250x250/p95715.png,,,160,,,44,79,79,59,,,,,,,,,,15,"2,978",19.59,21,109,,,,11,1,105,25,20,4,12,4,4,0.13,0,0,165,55,33%,19,,,,,,,,
Lucas,Paquetá,West Ham United,Midfielder,180cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,27/08/1997  (26),46,https://resources.premierleague.com/premierleague/photos/players/250x250/p224024.png,,,115,74%,,17,29,45,32,,275,318,330,64,68,66,,0,8,"1,972",42.87,11,37,19%,32,87,11,0,80,4,6,1,1,4,4,0.13,2,0,74,22,30%,5,,,,,,,,
,Luizão,,Defender,187cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,08/03/2002,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Romelu,Lukaku,,Forward,191cm,Belgium,https://resources.premierleague.com/premierleague/flags/BE.png,13/05/1993,278,https://resources.premierleague.com/premierleague/photos/players/250x250/p66749.png,,,68,,,175,13,129,95,,,,,,,,,,35,"5,999",21.58,42,295,,,,20,0,198,206,121,25,34,60,23,0.44,7,1,724,331,46%,88,,,,,,,,
Jayden,Luker,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/04/2005,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Sasa,Lukic,Fulham,Midfielder,183cm,Serbia,https://resources.premierleague.com/premierleague/flags/RS.png,13/08/1996  (27),26,https://resources.premierleague.com/premierleague/photos/players/250x250/p212314.png,,,23,43%,,3,12,10,4,,52,53,54,8,8,8,,0,0,467,17.96,0,5,20%,2,11,3,0,25,0,0,0,0,0,0,0.00,0,0,11,2,18%,1,,,,,,,,
Lyle,Taylor,,Forward,188cm,Montserrat,https://resources.premierleague.com/premierleague/flags/MS.png,29/03/1990,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p57647.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ian,Maatsen,,Defender,167cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,10/03/2002,12,https://resources.premierleague.com/premierleague/photos/players/250x250/p441302.png,0,5,3,67%,0,3,3,9,5,0,11,7,25,0,3,5,0,0,0,119,9.92,0,8,25%,1,2,1,0,5,0,0,0,0,0,1,,,,,,,,,,,,,,,
Alexis,Mac Allister,Liverpool,Midfielder,176cm,Argentina,https://resources.premierleague.com/premierleague/flags/AR.png,24/12/1998  (25),119,https://resources.premierleague.com/premierleague/photos/players/250x250/p243016.png,,,229,57%,,69,69,42,15,,564,545,510,96,77,80,,1,8,"4,477",37.62,10,147,22%,32,167,18,1,122,5,18,1,16,0,4,0.15,8,1,195,53,27%,11,,,,,,,,
Matt,Macey,,Goalkeeper,201cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,09/09/1994,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p113534.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
James,Maddison,Tottenham Hotspur,Midfielder,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,23/11/1996  (27),178,https://resources.premierleague.com/premierleague/photos/players/250x250/p172780.png,,,251,54%,,138,62,28,8,,624,916,761,228,30,97,,1,38,"6,592",37.03,57,854,26%,85,316,27,1,145,23,46,0,35,11,8,0.26,2,8,426,150,35%,21,,,,,,,,
Noni,Madueke,Chelsea,Forward,176cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,10/03/2002  (21),24,https://resources.premierleague.com/premierleague/photos/players/250x250/p248857.png,,,19,,,5,5,13,9,,,,,,,,,,0,431,17.96,0,32,,,,1,0,11,2,3,0,1,2,1,0.13,1,0,22,10,45%,0,,,,,,,,
Paris,Maghoma,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,08/05/2001,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p220695.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Harry,Maguire,Manchester United,Defender,194cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,05/03/1993  (30),235,https://resources.premierleague.com/premierleague/photos/players/250x250/p95658.png,60,293,277,67%,5,42,353,952,603,1,"1,315","1,335",680,121,775,310,1,3,10,"12,361",52.60,11,43,16%,6,"1,010",50,2,202,25,12,7,4,1,7,,,,,,,,,,,,,,,
Riyad,Mahrez,,Forward,179cm,Algeria,https://resources.premierleague.com/premierleague/flags/DZ.png,21/02/1991,284,https://resources.premierleague.com/premierleague/photos/players/250x250/p103025.png,,,272,,,173,163,60,24,,,,,,,,,,61,"8,882",31.27,102,"1,015",,,,9,0,156,62,82,4,12,64,17,0.29,13,3,588,243,41%,41,,,,,,,,
Kobbie,Mainoo,Manchester United,Midfielder,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/04/2005  (18),13,https://resources.premierleague.com/premierleague/photos/players/250x250/p516895.png,,,20,60%,,1,11,19,13,,42,56,55,13,15,12,,1,0,446,34.31,0,2,0%,5,13,3,0,11,0,1,0,1,0,0,0.08,0,0,5,2,40%,0,,,,,,,,
Ainsley,Maitland-Niles,,Midfielder,177cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,29/08/1997,109,https://resources.premierleague.com/premierleague/photos/players/250x250/p154043.png,,,186,58%,,7,116,135,60,,449,400,393,101,55,74,,1,3,"3,238",29.71,5,98,23%,5,128,11,2,66,3,1,0,1,0,1,0.01,0,0,29,9,31%,2,,,,,,,,
Tyrell,Malacia,Manchester United,Defender,170cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,17/08/1999  (24),22,https://resources.premierleague.com/premierleague/photos/players/250x250/p222690.png,6,14,46,72%,0,2,25,44,13,0,90,73,74,6,8,4,0,0,0,668,30.36,1,15,20%,0,19,6,0,39,3,0,0,0,0,1,,,,,,,,,,,,,,,
Orel,Mangala,,Midfielder,178cm,Belgium,https://resources.premierleague.com/premierleague/flags/BE.png,18/03/1998,47,https://resources.premierleague.com/premierleague/photos/players/250x250/p179519.png,,,55,60%,,3,49,42,15,,162,148,141,29,21,13,,0,1,"1,146",24.38,1,8,25%,2,36,9,0,45,0,2,0,2,0,1,0.04,0,0,19,4,21%,1,,,,,,,,
Javier,Manquillo,,Defender,178cm,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,05/05/1994,126,https://resources.premierleague.com/premierleague/photos/players/250x250/p109528.png,21,149,231,67%,0,4,119,260,109,0,404,482,377,58,116,107,0,0,7,"2,797",22.20,5,198,15%,1,93,20,0,87,12,2,0,2,0,0,,,,,,,,,,,,,,,
Benson,Manuel,Burnley,Forward,178cm,Belgium,https://resources.premierleague.com/premierleague/flags/BE.png,28/03/1997  (26),5,https://resources.premierleague.com/premierleague/photos/players/250x250/p183751.png,,,2,,,0,0,0,0,,,,,,,,,,0,28,5.60,0,7,,,,0,0,1,0,0,0,0,0,0,0.00,0,0,2,1,50%,0,,,,,,,,
Marcelo,Pitaluga,,Goalkeeper,192cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,20/12/2002,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p443629.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Solly,March,Brighton &amp; Hove Albion,Midfielder,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,20/07/1994  (29),182,https://resources.premierleague.com/premierleague/photos/players/250x250/p109345.png,,,286,57%,,71,134,146,62,,708,805,879,246,119,213,,0,18,"4,562",25.07,37,711,23%,8,249,10,0,183,48,14,3,2,9,4,0.08,0,0,222,80,36%,18,,,,,,,,
Emiliano,Marcondes,,Midfielder,182cm,Denmark,https://resources.premierleague.com/premierleague/flags/DK.png,09/03/1995,1,https://resources.premierleague.com/premierleague/photos/players/250x250/p133845.png,,,0,0%,,0,0,1,0,,1,1,0,0,0,0,,0,0,1,1.00,0,0,0%,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Mario,Lemina,Wolverhampton Wanderers,Midfielder,184cm,Gabon,https://resources.premierleague.com/premierleague/flags/GA.png,01/09/1993  (30),116,https://resources.premierleague.com/premierleague/photos/players/250x250/p151086.png,,,269,65%,,33,156,149,81,,615,596,463,130,121,86,,1,3,"4,218",36.36,4,34,18%,16,196,22,2,139,9,7,3,4,0,3,0.06,0,0,111,28,25%,2,,,,,,,,
Finley,Marjoram,,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,26/03/2006,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
,Marquinhos,,Forward,175cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,07/04/2003,1,https://resources.premierleague.com/premierleague/photos/players/250x250/p479683.png,,,0,,,0,0,0,0,,,,,,,,,,0,3,3.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Filip,Marschall,,Goalkeeper,195cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,24/04/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p462381.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Zach,Marsh,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,06/10/2005,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Callum,Marshall,,Forward,172cm,Northern Ireland,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,28/11/2004,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p565431.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Anthony,Martial,Manchester United,Forward,181cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,05/12/1995  (28),209,https://resources.premierleague.com/premierleague/photos/players/250x250/p148225.png,,,88,,,88,31,72,41,,,,,,,,,,28,"4,701",22.49,41,214,,,,8,1,151,76,63,6,45,12,5,0.30,3,0,348,163,47%,44,,,,,,,,
Emiliano,Martínez,Aston Villa,Goalkeeper,195cm,Argentina,https://resources.premierleague.com/premierleague/flags/AR.png,02/09/1992  (31),150,https://resources.premierleague.com/premierleague/photos/players/250x250/p98980.png,49,182,,,,,,,,,,,,,,,2,4,0,"4,576",30.51,,,,,855,18,0,4,,0,,,,,,,,,,,,450,3,17,170,37,92,671,954
Han-Noah,Massengo,Burnley,Midfielder,178cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,07/07/2001  (22),3,https://resources.premierleague.com/premierleague/photos/players/250x250/p437757.png,0,0,1,100%,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,9,3.00,0,2,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Arthur,Masuaku,,Defender,179cm,DR Congo,https://resources.premierleague.com/premierleague/flags/CD.png,07/11/1993,105,https://resources.premierleague.com/premierleague/photos/players/250x250/p105717.png,17,127,247,61%,0,7,119,170,85,0,564,624,530,215,97,90,0,1,9,"3,328",31.70,10,256,17%,4,146,15,1,90,3,1,0,0,1,0,,,,,,,,,,,,,,,
Mateo,Mejia,,Forward,,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,31/03/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jean-Philippe,Mateta,Crystal Palace,Forward,192cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,28/06/1997  (26),81,https://resources.premierleague.com/premierleague/photos/players/250x250/p231747.png,,,27,,,19,10,39,28,,,,,,,,,,5,672,8.30,5,19,,,,7,0,57,38,12,3,6,3,1,0.15,2,0,89,38,43%,8,,,,,,,,
Matheus,Cunha,Wolverhampton Wanderers,Forward,183cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,27/05/1999  (24),41,https://resources.premierleague.com/premierleague/photos/players/250x250/p430871.png,,,31,,,19,22,24,16,,,,,,,,,,6,827,20.17,8,24,,,,6,0,39,6,11,2,8,1,3,0.27,1,0,86,38,44%,6,,,,,,,,
Matheus,França,Crystal Palace,Forward,178cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,01/04/2004  (19),9,https://resources.premierleague.com/premierleague/photos/players/250x250/p536694.png,,,3,100%,,2,1,1,0,,15,10,27,4,1,4,,0,1,59,6.56,1,14,21%,0,3,1,0,5,2,0,0,0,0,0,0.00,0,0,8,2,25%,0,,,,,,,,
Matheus,Nunes,Manchester City,Midfielder,184cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,27/08/1998  (25),47,https://resources.premierleague.com/premierleague/photos/players/250x250/p465351.png,,,78,60%,,11,22,40,20,,186,238,219,64,28,37,,1,3,"1,371",29.17,4,61,25%,6,85,2,2,43,7,1,0,1,0,1,0.02,0,0,32,11,34%,4,,,,,,,,
Joël,Matip,Liverpool,Defender,195cm,Cameroon,https://resources.premierleague.com/premierleague/flags/CM.png,08/08/1991  (32),150,https://resources.premierleague.com/premierleague/photos/players/250x250/p60914.png,54,124,221,68%,1,21,206,558,326,2,782,735,380,34,418,189,2,3,5,"9,554",63.69,10,8,0%,10,432,18,0,92,3,9,6,3,0,7,,,,,,,,,,,,,,,
Alex,Matos,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,03/10/2004,1,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Matthew,Craig,,Midfielder,,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,16/04/2003,1,https://resources.premierleague.com/premierleague/photos/players/250x250/p461201.png,,,4,25%,,0,0,0,0,,0,4,0,0,0,0,,0,0,6,6.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Remi,Matthews,Crystal Palace,Goalkeeper,184cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,10/02/1994  (30),1,https://resources.premierleague.com/premierleague/photos/players/250x250/p169593.png,0,1,,,,,,,,,,,,,,,0,0,0,5,5.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,1,0,0,0,1
Matty,Longstaff,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,21/03/2000,14,https://resources.premierleague.com/premierleague/photos/players/250x250/p223175.png,,,6,50%,,1,12,5,3,,62,32,43,5,11,9,,0,0,394,28.14,1,6,50%,1,13,1,0,9,0,2,0,2,0,1,0.14,0,0,4,2,50%,0,,,,,,,,
Neal,Maupay,Brentford,Forward,173cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,14/08/1996  (27),151,https://resources.premierleague.com/premierleague/photos/players/250x250/p115382.png,,,77,,,89,26,19,8,,,,,,,,,,10,"2,497",16.54,18,42,,,,20,1,127,38,32,4,20,8,2,0.21,5,0,298,114,38%,39,,,,,,,,
Konstantinos,Mavropanos,West Ham United,Defender,194cm,Greece,https://resources.premierleague.com/premierleague/flags/GR.png,11/12/1997  (26),17,https://resources.premierleague.com/premierleague/photos/players/250x250/p233963.png,4,15,15,60%,0,0,27,58,28,0,54,57,38,4,29,23,1,1,0,545,32.06,1,1,0%,1,39,2,1,13,0,1,1,0,0,0,,,,,,,,,,,,,,,
Adrian,Mazilu,,Forward,,Romania,https://resources.premierleague.com/premierleague/flags/RO.png,13/09/2005,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kevin,Mbabu,,Defender,184cm,Switzerland,https://resources.premierleague.com/premierleague/flags/CH.png,19/04/1995,9,https://resources.premierleague.com/premierleague/photos/players/250x250/p120721.png,0,12,14,79%,0,0,6,4,1,0,15,26,27,5,5,8,0,0,1,105,11.67,1,9,33%,0,5,1,0,7,1,0,0,0,0,0,,,,,,,,,,,,,,,
Loïc,Mbe Soh,,Defender,186cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,13/06/2001,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p242885.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Bryan,Mbeumo,Brentford,Midfielder,173cm,Cameroon,https://resources.premierleague.com/premierleague/flags/CM.png,07/08/1999  (24),88,https://resources.premierleague.com/premierleague/photos/players/250x250/p446008.png,,,66,64%,,37,29,39,18,,323,327,556,96,81,210,,0,18,"1,979",22.49,20,304,27%,18,66,10,0,64,20,20,0,0,20,9,0.23,5,0,189,72,38%,27,,,,,,,,
Sean,McAllister,,Midfielder,,Northern Ireland,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,15/09/2002,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p486623.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
James,McArthur,,Midfielder,178cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,07/10/1987,323,https://resources.premierleague.com/premierleague/photos/players/250x250/p50471.png,,,696,71%,,74,446,360,133,,"1,687","1,492","1,642",190,353,429,,0,23,"11,752",36.38,25,165,20%,36,644,52,0,424,16,23,6,10,7,3,0.07,0,0,228,67,29%,12,,,,,,,,
John,McAtee,,Forward,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,23/07/1999,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p422303.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Oliver,McBurnie,Sheffield United,Forward,188cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,04/06/1996  (27),89,https://resources.premierleague.com/premierleague/photos/players/250x250/p169432.png,,,67,,,18,24,89,81,,,,,,,,,,3,"1,441",16.19,6,20,,,,7,2,69,13,11,4,7,0,3,0.12,2,0,108,53,49%,22,,,,,,,,
James,McConnell,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,13/09/2004,3,https://resources.premierleague.com/premierleague/photos/players/250x250/p491501.png,,,0,0%,,0,1,0,0,,0,1,1,0,0,0,,0,0,6,2.00,0,0,0%,0,1,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Delano,McCoy-Splatt,,Midfielder,,Jamaica,https://resources.premierleague.com/premierleague/flags/JM.png,11/10/2004,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jamie,McDonnell,Nottingham Forest,Midfielder,,Northern Ireland,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,16/02/2004  (20),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Callum,McFarlane,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,08/09/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Tom,McGill,Brighton &amp; Hove Albion,Goalkeeper,185cm,Canada,https://resources.premierleague.com/premierleague/flags/CA.png,25/03/2000  (23),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p209288.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
John,McGinn,Aston Villa,Midfielder,178cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,18/10/1994  (29),160,https://resources.premierleague.com/premierleague/photos/players/250x250/p122806.png,,,328,60%,,54,141,95,30,,881,994,854,238,93,130,,0,18,"5,154",32.21,31,334,26%,48,435,37,0,208,2,16,0,3,13,4,0.10,0,1,220,74,34%,12,,,,,,,,
Callan,McKenna,Bournemouth,Goalkeeper,,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,22/12/2006  (17),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Luke,McNally,,Defender,184cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,20/09/1999,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Dwight,McNeil,Everton,Forward,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,22/11/1999  (24),193,https://resources.premierleague.com/premierleague/photos/players/250x250/p433154.png,,,301,,,84,155,148,71,,,,,,,,,,25,"4,877",25.27,54,"1,154",,,,15,0,105,9,16,0,0,16,7,0.08,0,0,232,68,29%,8,,,,,,,,
Charlie,McNeill,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,09/09/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
